1.000000 10.740000 -1.000000 -1.000000 -1.000000 152.900000 1.608000 58.100000 2.213000 24.800000 1.949000 95.000000 0.000000 0.000000 0.000000 1.000000 1.000000 3.000000 4.500000 7.500000 0.129000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 7.000000 8.000000 0.146000 1.000000 1.000000 36.000000 35.000000 12.000000 8.800000 5.500000 1.000000 8.400000 6.000000 5.600000 5.800000 7.900000 12.516000 5.500000 1.000000 6.584000 8.484000 1.000000 -1.000000 6.000000 36.000000 30.000000 1.000000 32.000000 79.680000 -1.000000 0.000000 0.000000 1.000000 0.000000 1.000000 7.430000 -1.000000 26.200000 3.270000 -1.000000 -1.000000 -1.000000 1.000000 0.000000
-1.000000 9.240000 -1.000000 -1.000000 1.000000 126.900000 -1.084000 24.500000 -1.080000 15.200000 -0.617000 26.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 3.000000 4.500000 7.500000 0.298000 7.000000 9.000000 16.000000 9.000000 12.000000 21.000000 0.724000 1.000000 12.000000 24.000000 12.000000 6.300000 6.300000 7.100000 1.000000 8.400000 7.700000 9.200000 9.000000 9.000000 6.300000 7.100000 1.000000 8.892000 11.896000 1.000000 -1.000000 1.000000 24.000000 23.000000 1.000000 88.000000 219.120000 -1.000000 0.000000 1.000000 0.000000 0.000000 -1.000000 7.370000 -1.000000 22.100000 3.100000 -1.000000 -1.000000 -1.000000 1.000000 0.000000
-1.000000 5.570000 -1.000000 -1.000000 1.000000 115.400000 0.890000 21.100000 0.716000 15.950000 0.534000 69.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 5.000000 6.000000 11.000000 0.521000 0.000000 0.000000 0.000000 0.000000 1.000000 0.500000 0.000000 0.500000 0.022000 3.000000 0.000000 3.000000 4.500000 3.000000 7.500000 0.295000 1.000000 12.000000 36.000000 24.000000 12.600000 8.900000 9.500000 -1.000000 8.400000 9.800000 8.600000 10.000000 10.300000 14.684000 9.500000 -1.000000 9.888000 11.480000 -1.000000 1.000000 36.000000 36.000000 0.000000 -1.000000 24.000000 59.760000 -1.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 7.120000 1.000000 6.200000 1.820000 1.000000 1.000000 1.000000 1.000000 1.000000
-1.000000 10.390000 -1.000000 -1.000000 -1.000000 135.000000 -0.673000 31.500000 -0.417000 17.300000 0.119000 50.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 0.250000 0.000000 0.250000 0.008000 1.500000 0.000000 1.500000 0.050000 1.000000 2.000000 2.000000 4.000000 0.125000 7.000000 6.000000 13.000000 8.000000 6.000000 14.000000 0.376000 1.000000 1.000000 18.000000 17.000000 6.500000 7.500000 9.000000 -1.000000 7.200000 7.100000 9.600000 9.200000 8.800000 6.532000 9.200000 -1.000000 8.604000 10.304000 1.000000 -1.000000 12.000000 18.000000 6.000000 -1.000000 15.000000 37.350000 1.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 7.370000 -1.000000 21.700000 3.080000 -1.000000 -1.000000 -1.000000 1.000000 0.000000
1.000000 4.160000 1.000000 -1.000000 1.000000 103.300000 0.186000 18.500000 0.989000 17.000000 1.090000 61.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 3.000000 6.000000 9.000000 0.486000 1.000000 0.000000 1.000000 0.053000 1.000000 4.000000 2.500000 6.500000 0.310000 4.000000 4.500000 8.500000 4.500000 5.500000 10.000000 0.439000 1.000000 6.000000 12.000000 6.000000 9.400000 8.500000 8.100000 -1.000000 8.400000 8.000000 7.500000 8.200000 9.700000 11.344000 9.856000 -1.000000 9.240000 11.456000 -1.000000 1.000000 36.000000 36.000000 0.000000 -1.000000 32.000000 79.680000 -1.000000 0.000000 1.000000 0.000000 0.000000 -1.000000 7.350000 -1.000000 17.200000 2.840000 -1.000000 -1.000000 -1.000000 1.000000 1.000000
-1.000000 7.760000 -1.000000 -1.000000 1.000000 126.000000 0.018000 25.100000 0.084000 15.800000 0.061000 52.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 2.500000 1.500000 4.000000 0.159000 0.500000 1.500000 2.000000 0.075000 1.000000 7.000000 8.000000 14.500000 0.542000 7.000000 9.000000 16.000000 7.000000 6.000000 13.000000 0.418000 1.000000 1.000000 18.000000 17.000000 11.200000 7.900000 6.900000 1.000000 7.900000 8.300000 7.300000 7.400000 7.500000 11.836000 7.200000 1.000000 10.872000 9.172000 1.000000 -1.000000 6.000000 18.000000 12.000000 1.000000 26.000000 64.740000 -1.000000 0.000000 0.000000 1.000000 0.000000 1.000000 7.380000 -1.000000 24.200000 3.190000 -1.000000 -1.000000 -1.000000 1.000000 0.000000
1.000000 8.170000 -1.000000 -1.000000 1.000000 133.500000 0.832000 43.200000 2.343000 24.200000 2.271000 99.000000 0.000000 0.000000 0.000000 1.000000 1.000000 13.000000 15.000000 28.000000 0.648000 2.000000 1.500000 3.500000 0.077000 1.000000 9.000000 13.000000 22.000000 0.520000 10.000000 10.000000 20.000000 8.000000 10.000000 18.000000 0.382000 1.000000 6.000000 12.000000 6.000000 10.400000 6.200000 7.500000 -1.000000 8.800000 10.400000 8.400000 8.500000 9.300000 12.992000 7.808000 1.000000 11.928000 10.828000 1.000000 -1.000000 6.000000 12.000000 6.000000 -1.000000 46.000000 114.540000 -1.000000 0.000000 0.000000 0.000000 1.000000 1.000000 7.380000 -1.000000 25.900000 3.250000 -1.000000 -1.000000 -1.000000 1.000000 0.000000
-1.000000 6.560000 -1.000000 -1.000000 1.000000 121.300000 0.630000 25.900000 1.110000 17.600000 1.154000 87.000000 0.000000 0.000000 1.000000 0.000000 1.000000 2.000000 0.000000 2.000000 0.077000 1.000000 1.000000 2.000000 0.078000 1.000000 3.000000 4.000000 7.000000 0.270000 3.500000 7.500000 11.000000 5.000000 9.000000 14.000000 0.530000 1.000000 1.000000 24.000000 23.000000 6.100000 6.600000 6.500000 1.000000 7.500000 6.800000 7.600000 8.000000 8.800000 6.408000 6.812000 1.000000 7.880000 10.920000 1.000000 -1.000000 1.000000 24.000000 23.000000 1.000000 25.000000 62.250000 -1.000000 0.000000 0.000000 1.000000 0.000000 1.000000 7.380000 -1.000000 27.900000 3.330000 -1.000000 -1.000000 -1.000000 1.000000 0.000000
1.000000 7.700000 -1.000000 -1.000000 1.000000 124.500000 -0.202000 38.400000 2.208000 24.580000 2.414000 99.000000 0.000000 0.000000 0.000000 1.000000 1.000000 16.000000 15.000000 31.000000 0.807000 0.500000 3.000000 3.500000 0.090000 1.000000 4.000000 9.000000 13.000000 0.361000 12.000000 12.000000 24.000000 18.000000 26.000000 44.000000 0.938000 1.000000 6.000000 12.000000 6.000000 11.400000 7.800000 7.200000 1.000000 8.200000 10.100000 8.700000 9.800000 9.900000 14.628000 7.560000 1.000000 11.544000 13.652000 1.000000 -1.000000 6.000000 12.000000 6.000000 -1.000000 26.000000 64.740000 -1.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 7.060000 1.000000 14.000000 2.640000 1.000000 1.000000 1.000000 1.000000 0.000000
-1.000000 8.310000 -1.000000 -1.000000 1.000000 121.400000 -1.279000 20.500000 -1.640000 13.900000 -1.349000 9.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 7.000000 9.000000 16.000000 0.780000 0.750000 1.500000 2.250000 0.100000 1.000000 4.000000 3.000000 7.000000 0.289000 5.500000 9.000000 14.500000 7.000000 7.500000 14.500000 0.529000 1.000000 6.000000 18.000000 12.000000 15.000000 8.100000 8.500000 -1.000000 7.900000 9.700000 8.400000 9.400000 8.700000 13.234000 8.900000 1.000000 11.816000 10.816000 1.000000 -1.000000 6.000000 24.000000 18.000000 1.000000 27.000000 67.230000 -1.000000 1.000000 0.000000 0.000000 0.000000 -1.000000 7.510000 -1.000000 22.800000 3.130000 -1.000000 -1.000000 -1.000000 1.000000 0.000000
