1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 1.000000 3000.000000 8.000000 10.000000 1.000000 1.000000 0.000000 1.000000 0.000000 1.000000
0.000000 0.000000 0.000000 1.000000 1.000000 0.000000 0.000000 0.000000 1.000000 2500.000000 9.000000 10.000000 1.000000 1.000000 0.000000 0.000000 1.000000 1.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 2815.000000 7.000000 10.000000 -1.000000 -1.000000 0.000000 1.000000 0.000000 1.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 2125.000000 8.000000 7.000000 -1.000000 1.000000 0.000000 1.000000 0.000000 1.000000
0.000000 0.000000 0.000000 1.000000 1.000000 0.000000 0.000000 0.000000 1.000000 2115.000000 9.000000 10.000000 1.000000 1.000000 0.000000 1.000000 0.000000 1.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 2160.000000 5.000000 0.000000 -1.000000 1.000000 0.000000 0.000000 1.000000 1.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 2.000000 2085.000000 9.000000 10.000000 1.000000 1.000000 0.000000 1.000000 0.000000 1.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 2985.000000 7.000000 10.000000 1.000000 1.000000 0.000000 0.000000 1.000000 1.000000
1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 2.000000 1660.000000 9.000000 10.000000 1.000000 1.000000 0.000000 1.000000 0.000000 1.000000
0.000000 0.000000 0.000000 1.000000 1.000000 0.000000 0.000000 0.000000 1.000000 2700.000000 9.000000 10.000000 1.000000 1.000000 0.000000 0.000000 1.000000 1.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 4070.000000 9.000000 10.000000 1.000000 1.000000 0.000000 0.000000 1.000000 1.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 2.000000 4300.000000 7.000000 10.000000 -1.000000 1.000000 0.000000 0.000000 1.000000 1.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 1950.000000 7.000000 10.000000 1.000000 1.000000 0.000000 1.000000 0.000000 1.000000
1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 2.000000 2700.000000 8.000000 10.000000 1.000000 1.000000 0.000000 0.000000 1.000000 1.000000
1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 2.000000 3335.000000 5.000000 8.000000 -1.000000 1.000000 0.000000 1.000000 0.000000 1.000000
0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 2.000000 2890.000000 5.000000 8.000000 -1.000000 1.000000 0.000000 0.000000 1.000000 1.000000
