35.0 2.0 1.0 2.0 2.0 1.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 2.0 1.0 2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 6.0 6.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1635782747603833 1.0 1.1620755925688662 1.0 1.0 946.0 6.0 1.0 1.0 1.0 1.1490222521915037 1.0 0.0 2.0 8.0 2.0 0.0 0.0 1.0 1.0 1.153993610223642 1.0 1.1492632927610507 1.0 1.0 2.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 6.0 1.0 6.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0
34.0 1.0 4.0 3.0 3.0 1.0 6.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 4.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 6.0 6.0 1.0 1.0 1.0 1.132002575660013 1.0 1.0 1.0 2.0 1.0 2.0 2.0 1.0 18.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 7.0 1.0 0.0 1.0 0.0 1.0 2.0 1.0 2.0 2.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 5.0 1.0 5.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0
37.0 2.0 3.0 3.0 3.0 1.0 6.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 4.0 1.0 2.0 1.0 1.0 1.0 1.0 1.151415404871626 1.0 1.0 1.0 2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 2.0 1.0 1.0 19.0 1.0 3.0 1.144516129032258 1.0 1.0 2.0 1.0 0.0 7.0 1.0 0.0 1.0 0.0 1.0 2.0 1.0 2.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 6.0 1.0 6.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3.0 1.0 0.0
37.0 2.0 3.0 3.0 3.0 1.0 6.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 4.0 1.0 2.0 1.0 1.0 1.0 1.0 1.151415404871626 1.0 1.0 1.0 2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 2.0 1.0 1.0 1.0 1.0 3.0 1.0 1.0 1.0 2.0 1.0 0.0 8.0 2.0 0.0 0.0 1.0 1.0 2.0 1.0 2.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 6.0 1.0 6.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3.0 1.0 0.0
35.0 2.0 2.0 3.0 3.0 3.0 6.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 3.0 2.9683288409703503 2.0 2.0 1.0 2.0 1.0 1.0 1.0 1.0 1.0 1.0 6.0 6.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 2.0 2.0 1.0 13.0 1.0 3.0 1.0 1.0 1.0 1.0 1.0 0.0 8.0 2.0 0.0 0.0 1.0 1.0 2.0 1.0 2.0 2.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 5.0 1.0 5.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 3.0 3.0 0.0
29.0 2.0 5.0 3.0 2.0 1.0 2.0 1.0 1.0 0.0 1.0 1.0 1.0 2.0 1.0 1.0 2.0 5.0 1.0 2.0 2.0 2.0 2.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 2.0 2.0 1.0 17.0 1.0 3.0 1.0 1.0 1.0 1.0 1.0 0.0 8.0 2.0 0.0 0.0 1.0 1.0 2.0 1.0 2.0 2.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 5.0 1.0 5.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3.0 1.0 0.0
48.0 1.0 2.0 3.0 3.0 1.0 6.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 3.0 2.9683288409703503 1.0 2.0 2.0 2.0 2.0 1.0 1.0 1.0 1.0 1.0 8.0 8.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 2.0 1.0 1.0 39.0 1.0 2.0 1.0 1.0 1.0 3.0 1.0 0.0 8.0 2.0 0.0 0.0 1.0 1.0 2.0 1.0 2.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 6.0 1.0 6.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 2.0 1.0 0.0
41.0 2.0 5.0 3.0 3.0 1.0 6.0 1.0 1.0 0.0 1.0 1.0 1.0 2.0 1.0 1.0 2.0 2.0 1.0 2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 2.0 2.0 1.0 54.0 1.0 3.0 1.0 1.0 1.0 2.0 1.0 0.0 8.0 2.0 0.0 0.0 1.0 1.0 2.0 1.0 2.0 2.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 5.0 1.0 5.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3.0 1.0 0.0
15.0 1.0 5.0 1.0 1.0 1.0 6.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 1.0 2.0 3.0 1.0 1.0 1.0 1.3827814569536423 1.0 1.0 1.0 1.0 1.0 1.0 6.0 6.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0 2.0 2.0 1.0 62.0 1.0 2.0 1.0 1.0 1.0 0.0 1.0 0.0 8.0 2.0 0.0 0.0 1.0 1.0 2.0 1.0 2.0 2.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 5.0 1.0 5.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 2.0 1.0 1.0
37.0 2.0 1.0 3.0 1.0 1.0 6.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 3.0 2.0 1.0 2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1450032658393208 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1620755925688662 1.0 1.0 216.0 1.0 3.0 1.0 1.0 1.0 2.0 0.0 0.0 8.0 2.0 0.0 0.0 1.0 1.0 1.0 1.0 1.1492632927610507 1.0 1.0 2.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 1.0 6.0 1.0 6.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 3.0 1.0 1.0
